Customer ID,Sum of Sales,Sum of Quantity
15910,฿2681.8,2171
15911,฿1401.55,809
15912,฿1074.7,759
15913,฿6.3,3
15914,฿205.99,149
15915,฿429.21,451
15916,฿3277.67,1683
15917,฿560.63,263
15918,฿582.88,240
15919,฿910.61,787
15920,฿571.64,240
15921,฿802.11,342
15922,฿727.2,272
15923,฿254.16,244
15924,฿102.82,103
15925,฿207.15,93
15926,฿134.44,155
15927,฿123.39,69
15928,฿293.53,164
15929,฿594,120
15930,฿426.63,139
15931,฿239.9,118
15932,฿2461.85,2311
15933,฿1107.46,885
15934,฿2190.66,2166
15935,฿108.04,-171
15936,฿282.79,211
15937,฿145.35,73
15938,฿734.81,449
15939,฿9047.64,6257
15940,฿0,-1
15941,฿230.6,28
15942,฿337.44,232
15943,฿271.29,183
15944,฿2164.24,859
15945,฿827.27,397
15946,฿2304.18,1614
15947,฿1708.24,898
15948,฿1509.09,852
15949,฿364.72,284
15950,฿6938.51,3330
15951,฿974.52,413
15952,฿806.57,399
15953,฿3524.7,1749
15954,฿190.75,119
15955,฿8622.61,4198
15956,฿617.6,278
15957,฿930.1,458
15958,฿492.99,164
15959,฿579.49,282
15960,฿394,257
15961,฿451.29,154
15962,฿295.83,235
15963,฿470.76,298
15964,฿272.96,94
15965,฿2999.34,1428
15966,฿399.58,268
15967,฿3019.2,1200
15968,฿418.05,253
15969,฿1043.85,219
15970,฿1017.32,498
15971,฿4930.43,1955
15972,฿1810.27,480
15973,฿780.39,282
15974,฿3429.55,2256
15975,฿371.01,243
15976,฿1746.64,1078
15977,฿1054.73,1016
15978,฿3272.62,2440
15979,฿329.22,450
15980,฿6546.28,4826
15981,฿9268.07,4778
15982,฿324.51,131
15983,฿3958.82,2450
15984,฿8671.12,6064
15985,฿2610.28,2500
15986,฿354.42,368
15987,฿1682.13,1715
15988,฿770.09,486
15989,฿372.51,171
15990,฿2010.05,1090
15991,฿150.55,41
15992,฿896.6,514
15993,฿2756.82,2042
15994,฿1198.84,467
15995,฿696.19,353
15996,฿1671,745
15997,-฿23.4,-12
15998,฿8220.39,5353
15999,฿20.4,24
16000,฿12393.7,5110
16001,฿519.06,305
16002,฿169.21,70
16003,฿5613.83,2210
16004,฿2146.39,1076
16005,฿2403.77,1299
16006,฿347.17,211
16007,฿3075.14,2643
16008,฿5384.13,3273
16009,฿992.71,378
16010,฿1722.11,930
16011,฿5867.01,3468
16012,฿2989.79,1766
16013,฿52788.92,23943
16014,฿1121.02,474
16015,฿690.54,906
16016,฿2495.04,1053
16017,฿1553.83,640
16018,฿698.13,503
16019,฿16640.15,6627
16020,฿851.01,487
16021,฿532.25,297
16022,฿628.28,261
16023,฿719.81,358
16024,฿484.2,505
16025,฿439.66,338
16026,฿236.09,243
16027,฿1799.84,2020
16028,฿82.2,18
16029,฿91800.91,48365
16030,฿331.24,283
16031,฿548.94,423
16032,฿1970.45,1480
16033,฿10692.39,4252
16034,฿925.77,596
16035,฿217.73,33
16036,฿2556.84,1369
16037,฿1489.44,764
16038,฿454.33,241
16039,฿449.65,408
16040,฿2383.7,1161
16041,฿3166.4,1584
16042,฿2153,1419
16043,฿1856.59,1011
16044,฿340.84,170
16045,฿3187.03,1942
16046,฿235.78,248
16047,฿107.14,1
16048,฿1056.53,567
16049,฿1899.68,1165
16050,฿300.7,388
16051,฿188.44,80
16052,฿362.06,282
16053,฿3606.14,3061
16054,฿2090.68,779
16055,฿134.8,22
16056,฿664.85,347
16057,฿3202.07,1432
16058,฿62.7,18
16059,฿3217.77,1509
16060,฿541.95,243
16061,฿44.95,13
16062,฿2863.45,2035
16063,฿335.32,262
16064,฿111,56
16065,฿2365.62,1445
16066,฿1521.87,936
16067,฿3026.19,1209
16068,฿122.93,52
16069,฿457.7,138
16070,฿852.15,457
16071,฿1076.8,697
16072,฿4328.89,1611
16073,฿94.35,37
16074,฿265.25,39
16075,฿726.98,270
16076,฿2173.53,1363
16077,฿600,528
16078,฿362.99,200
16079,฿1352,864
16080,฿472.9,256
16081,฿4460.18,2244
16082,฿106.75,39
16083,฿2351.42,1514
16084,฿436.18,216
16085,฿2337.73,1382
16086,฿2862.91,1525
16087,฿1739.92,664
16088,฿1437.43,373
16089,฿271.44,122
16090,฿205.91,65
16091,฿315.06,154
16092,฿1515.49,1151
16093,฿17,20
16094,฿3599.16,1992
16095,฿447.05,265
16096,฿1584.97,700
16097,฿185.05,87
16098,฿4448.1,2150
16099,฿1568.25,959
16100,฿582.64,438
16101,฿3167.42,1823
16102,฿1842.14,942
16103,฿6002.76,2606
16104,฿2515.36,1009
16105,฿2386.19,2125
16106,฿108.38,74
16107,฿3204.16,1176
16108,฿2171.93,1446
16109,฿923.58,1090
16110,฿1819.27,902
16111,฿562.48,236
16112,฿195.74,574
16113,฿161.38,176
16114,฿135.75,43
16115,฿2575.14,1601
16116,฿592.88,246
16117,฿650.05,318
16118,฿4255.43,2822
16119,฿1720.81,811
16120,฿3041.91,2193
16121,฿1457.19,895
16122,฿1001.34,1398
16123,฿307.78,170
16124,฿1709.39,789
16125,฿4587.65,1944
16126,฿14646.8,6154
16127,฿801.31,391
16128,฿3748.4,2419
16129,฿1396.05,1261
16130,฿987.48,296
16131,฿9866.27,4753
16132,฿664.2,280
16133,฿22228.88,13454
16134,฿2119.99,1622
16135,฿819.45,395
16136,฿921.08,622
16137,฿422.7,210
16138,฿894.45,772
16139,฿1111.15,602
16140,฿1536.19,1373
16141,฿955.94,410
16142,฿535.34,422
16143,฿4866.88,1994
16144,฿175.2,16
16145,฿6693.6,5183
16146,฿946.38,544
16147,฿2367.02,1322
16148,฿370.37,247
16149,฿422.22,598
16150,฿4154.69,2098
16151,-฿4217.59,-1
16152,฿1829.04,642
16153,฿5037.51,3656
16154,-฿10.5,-1
16155,฿781.05,482
16156,฿5933.59,3031
16157,฿644.24,344
16158,฿611.32,180
16159,฿1230.29,633
16160,฿1009.45,1153
16161,฿12448.96,6246
16162,฿37.4,4
16163,฿2263.63,641
16164,฿802.53,432
16165,฿79.9,2
16166,฿327.48,156
16167,฿1149.87,1459
16168,฿10539.08,5079
16169,฿1822.97,1325
16170,฿6813.67,6031
16171,฿73.2,24
16172,฿1884.55,1419
16173,฿1406.57,571
16174,฿2246.75,1431
16175,฿1836.44,932
16176,฿1964.04,913
16177,฿2141.61,1001
16178,฿612.6,304
16179,฿215.83,99
16180,฿16170.27,9785
16181,฿305.54,152
16182,฿9971.65,5887
16183,฿1077.81,351
16184,฿1155.54,560
16185,฿644.72,321
16186,฿8983.91,6797
16187,฿6841.24,5004
16188,฿1077.71,837
16189,฿215.48,134
16190,฿2723.55,1231
16191,฿15162.12,9154
16192,฿351.3,208
16193,฿630.43,379
16194,฿308.6,140
16195,฿323.25,123
16196,฿93.3,26
16197,฿2016.71,1420
16198,฿1030.041,384
16199,฿942.75,321
16200,฿5629.95,3087
16201,฿2070.17,1402
16202,฿2467.04,1282
16203,฿1110.79,606
16204,฿939.24,682
16205,฿1830.61,1455
16206,฿2597.37,1383
16207,฿394.38,140
16208,฿3440.45,1541
16209,฿4146.78,1895
16210,฿38304.06,14232
16211,฿1086.34,518
16212,฿1284.56,568
16213,฿159,48
16214,฿2038.25,1308
16215,฿242.35,104
16216,฿914.93,254
16217,฿259.39,76
16218,฿4343.6,3192
16219,฿40.8,48
16220,-฿10.17,-3
16221,฿2229.01,1513
16222,฿1345.22,503
16223,฿1102.35,651
16224,฿1616.54,1555
16225,฿2821.91,1279
16226,฿672.17,521
16227,฿948.82,382
16228,฿886.16,560
16229,฿2835.36,1286
16230,฿542.03,365
16231,฿1078.22,564
16232,฿2692.02,1836
16233,฿1818.71,677
16234,฿312.78,162
16235,฿1990.61,780
16236,฿432.2,184
16237,฿136.65,57
16238,฿63.66,85
16239,฿1450.9,682
16240,฿3693.81,1634
16241,฿4329.31,2377
16242,฿7433.3,3946
16243,฿409.1,110
16244,฿2579.38,1474
16245,฿1352.36,1008
16246,฿827.25,338
16247,฿114.56,182
16248,฿152.94,78
16249,฿1800.07,950
16250,฿791.38,376
16251,฿128.31,44
16252,-฿295.09,-158
16253,฿7276.91,5964
16254,฿985.14,549
16255,฿4834.39,3015
16256,฿1609.57,1586
16257,฿46.95,2
16258,฿11833.52,7180
16259,฿361.94,162
16260,฿1035.45,311
16261,฿1059.45,459
16262,฿677.78,429
16263,฿351.01,200
16264,฿837.53,632
16265,฿6893.62,3189
16266,฿1757.95,791
16267,฿186.66,198
16268,฿667.65,533
16269,฿714.59,577
16270,฿1141.24,688
16271,฿3457.07,2398
16272,฿411.7,224
16273,฿336.04,46
16274,฿715.9,310
16275,฿2151.11,1268
16276,฿2629.39,1467
16277,฿188.69,33
16278,฿1056.59,327
16279,฿5692.18,3689
16280,฿238.05,101
16281,฿3416.52,1568
16282,฿1307.58,790
16283,฿4311.37,2864
16284,฿1029.77,683
16285,฿176.9,60
16286,฿263.65,87
16287,฿1006.98,1426
16288,฿129.85,19
16289,฿98.81,87
16290,฿2069.3,1001
16291,฿117.72,1
16292,฿1171.46,680
16293,฿4632.2,2013
16294,฿126.05,54
16295,฿1328.55,841
16296,฿1245.97,632
16297,฿275.4,180
16298,฿1080,306
16299,฿178.65,103
16300,฿1392.43,658
16301,฿107.33,41
16302,฿212.82,134
16303,฿7823.72,3816
16304,฿381.66,228
16305,฿361.22,256
16306,฿1162.82,726
16307,฿1194.92,1123
16308,฿5120,16000
16309,฿686.67,465
16310,฿460.08,270
16311,฿616.26,394
16312,฿171.15,53
16313,฿274.15,165
16314,฿1491.4,636
16315,฿402.71,143
16316,฿5533.31,3034
16317,฿2179.76,1235
16318,฿328.15,199
16319,฿404.4,72
16320,฿4428.85,3306
16321,฿265.5,102
16322,฿326.75,231
16323,฿353.66,146
16324,฿428.68,282
16325,฿3463.84,2417
16326,฿4706.99,1099
16327,฿10705.52,8527
16328,฿310.83,141
16329,฿1703.07,826
16330,฿624.63,325
16331,฿2037.7,756
16332,฿1989.97,1088
16333,฿26626.8,32184
16334,฿277.48,211
16335,฿2747,1012
16336,฿3517.69,1473
16337,฿151.05,87
16338,฿214.8,94
16339,฿109.95,23
16340,฿1526.06,1345
16341,฿3832.29,3006
16342,฿322.41,157
16343,฿687.07,422
16344,฿842.42,706
16345,฿1198.74,620
16346,฿224.51,289
16347,฿3482.01,1744
16348,฿1798.22,1178
16349,฿53.5,9
16350,฿2206.49,1069
16351,฿3279.13,2121
16352,฿494.44,300
16353,฿9985.93,3526
16354,฿1129.51,599
16355,฿349.2,145
16356,฿414.42,189
16357,฿868.37,389
16358,฿2917.1,2064
16359,฿2379.4,1731
16360,฿3411.69,2128
16361,฿896.66,421
16362,฿841.74,446
16363,฿109.36,52
16364,฿707.04,280
16365,฿3296.8,1119
16366,฿1548.13,882
16367,฿1362.4,1117
16368,฿640.21,317
16369,฿2664.81,1594
16370,฿1320.56,647
16371,฿157.2,108
16372,฿1298.61,724
16373,฿309.49,119
16374,฿1771.45,800
16375,฿104,74
16376,฿977.52,689
16377,฿1308.48,2928
16378,฿362.95,267
16379,฿2131.9,1408
16380,฿1780.59,1524
16381,฿258.7,112
16382,฿353.1,167
16383,฿2910.84,1612
16384,฿1358.95,861
16385,฿1030.61,549
16386,฿1102.59,723
16387,฿918.55,457
16388,฿186.05,83
16389,฿1362.27,1230
16390,฿467.5,122
16391,฿1103.61,748
16392,฿763.05,609
16393,฿5456.5,3085
16394,฿1412.06,2317
16395,฿3458.95,2899
16396,฿102.7,46
16397,฿127.88,50
16398,฿1631.15,745
16399,฿641.82,456
16400,฿3159.44,2159
16401,฿6628.99,5910
16402,฿511.4,254
16403,฿161.05,103
16404,฿430.3,156
16405,฿167.25,187
16406,฿533.98,250
16407,฿2821.65,1484
16408,฿231.93,227
16409,฿5709.04,3706
16410,฿130.32,348
16411,฿910.19,543
16412,฿647.23,311
16413,฿528.98,284
16414,฿559.71,202
16415,฿719.44,527
16416,฿2948.47,2193
16417,฿35.7,6
16418,฿1101.94,580
16419,฿1474.67,720
16420,฿75,120
16421,฿526.27,123
16422,฿61110.54,63084
16423,฿346.12,230
16424,฿392.06,206
16425,฿302.7,199
16426,฿1908.25,1243
16427,฿241.06,156
16428,฿657.33,594
16429,฿284.55,9
16430,฿1117.94,307
16431,฿642.81,453
16432,฿287.4,276
16433,฿384.52,214
16434,฿2727.04,1331
16435,฿1011.57,609
16436,฿242.04,217
16437,฿301.25,197
16438,฿798.35,463
16439,฿310.7,74
16440,฿3856.97,2108
16441,฿1023.48,483
16442,฿899.47,583
16443,฿162.24,96
16444,฿3582.38,1947
16445,฿602.73,299
16446,-฿6.1,0
16447,฿775.14,323
16448,฿367.87,179
16449,฿674.69,359
16450,฿1475.73,657
16451,฿1009.4,521
16452,฿332.17,199
16453,฿251.71,139
16454,฿1.9,5
16455,฿4306.72,3060
16456,฿6185.41,3724
16457,฿208.36,140
16458,฿5715.34,3406
16459,฿71.79,59
16460,฿814.72,879
16461,฿1615.22,1039
16462,฿102,12
16463,฿1383.7,1135
16464,฿1314.68,963
16465,฿726.34,502
16466,฿3713.59,1805
16467,฿2862.4,7380
16468,฿787.52,371
16469,฿828.91,345
16470,฿2453.65,1356
16471,฿1186.18,666
16472,฿789.6,252
16473,฿469.58,295
16474,฿1811.47,918
16475,฿544.3,319
16476,฿337,182
16477,฿4320.02,2632
16478,฿331,224
16479,฿300.83,102
16480,฿769.29,455
16481,฿428.23,185
16482,฿220.62,346
16483,฿139.35,44
16484,฿379.4,194
16485,฿2137.68,1127
16486,฿134.36,24
16487,฿209.4,163
16488,฿492.2,724
16489,฿303.7,38
16490,฿179.16,106
16491,฿1524.31,1057
16492,฿385.56,235
16493,฿2110.12,1937
16494,฿826.53,675
16495,฿684.41,337
16496,฿2293.47,1744
16497,฿6695.28,3050
16498,฿86.12,42
16499,฿2491.74,1352
16500,฿835.96,385
16501,฿1237.23,642
16502,฿266.5,251
16503,฿3597.89,1532
16504,฿484.38,524
16505,฿777.6,576
16506,฿90.3,42
16507,฿152.76,116
16508,฿248.8,106
16509,฿363.7,64
16510,฿2100,1076
16511,฿1819.02,787
16512,-฿33.9,-2
16513,฿874.59,407
16514,-฿134.86,-1
16515,฿3216.3,1601
16516,฿101.7,58
16517,฿162.7,96
16518,฿938.27,516
16519,฿556.26,176
16520,฿2465.92,1264
16521,฿1148.01,1016
16522,฿433.36,212
16523,฿11760.54,4942
16524,฿308.14,260
16525,฿23350.74,13692
16526,฿717.21,279
16527,฿1272.44,726
16528,฿244.41,171
16529,฿2012,751
16530,฿48.35,17
16531,฿2263.58,1858
16532,฿8756.64,2544
16533,฿1026.94,514
16534,฿635.9,168
16535,฿1001.59,685
16536,฿539.02,250
16537,฿23.35,59
16538,฿399.62,257
16539,฿3732.01,1315
16540,฿226.7,114
16541,฿419.78,172
16542,฿257.32,142
16543,฿277.81,303
16544,฿110.3,54
16545,฿689.82,322
16546,฿3837.36,2662
16547,฿111.71,113
16548,฿30.15,6
16549,฿13159.64,7273
16550,฿9169.32,5666
16551,฿2237.12,2076
16552,฿475.02,258
16553,฿16555.87,16450
16554,฿2407.17,1169
16555,฿285.89,175
16556,฿7610.23,4329
16557,฿281.85,111
16558,฿13718.96,8033
16559,฿185.2,73
16560,฿3010.73,1600
16561,฿511.12,244
16562,฿223.86,264
16563,฿4412.56,2584
16564,฿87.8,40
16565,฿700.45,191
16566,฿614.01,361
16567,฿865.6,996
16568,฿1020.9,366
16569,฿1455.23,988
16570,฿6841.82,4140
16571,฿4025.05,3601
16572,฿999.7,530
16573,฿648.41,354
16574,฿1301.78,1002
16575,-฿10.49,-1
16576,฿513.17,309
16577,฿380,142
16578,฿156.6,108
16579,฿233.85,95
16580,-฿5,-2
16581,฿70.44,122
16582,฿313.62,164
16583,฿531.4,264
16584,฿3085.47,1891
16585,฿341.59,151
16586,฿1462.78,348
16587,฿225.15,71
16588,฿1361.28,882
16589,฿612.36,536
16590,฿563.6,234
16591,฿213.5,41
16592,฿7624.46,5424
16593,฿1051.24,375
16594,฿181.09,64
16595,฿1810.18,1378
16596,฿579.63,227
16597,฿90.04,184
16598,฿140.7,70
16599,฿172.8,159
16600,฿2093.56,2395
16601,฿684.25,395
16602,฿711.63,406
16603,฿482.47,480
16604,฿326.25,115
16605,฿60.48,144
16606,฿357.66,148
16607,฿5375.18,4390
16608,฿1288.72,613
16609,฿5450.96,2410
16610,฿75.66,66
16611,฿1776.63,873
16612,฿3243.48,1418
16613,฿618.59,293
16614,฿1179.79,349
16615,฿264.5,207
16616,฿500.42,370
16617,฿151.85,91
16618,฿2630.64,1362
16619,฿1916.53,1051
16620,฿1758.93,1146
16621,฿813.48,302
16622,฿205.6,40
16623,฿1002.49,441
16624,฿810.57,488
16625,฿1651.08,1056
16626,฿4379.65,2670
16627,฿322.8,162
16628,฿2313.09,1257
16629,฿417.73,493
16630,฿104.3,70
16631,฿1867.02,773
16632,฿406.4,256
16633,฿2878.15,1137
16634,฿1363.1,552
16635,฿473,277
16636,฿3802.04,2186
16637,฿1124.59,891
16638,฿2426.28,1650
16639,฿1659.85,744
16640,฿179.4,146
16641,฿554.5,454
16642,฿1051.46,744
16643,฿915.56,550
16644,฿833.78,826
16645,฿160.39,117
16646,฿675.05,1071
16647,฿541.9,396
16648,฿653,491
16649,฿306.58,82
16650,฿1916.11,1511
16651,฿136.2,60
16652,฿17312.83,7446
16653,฿1166.92,723
16654,฿1705.17,701
16655,฿6513.27,4012
16656,฿16307.72,14987
16657,฿933.62,1229
16658,฿696.72,276
16659,฿39.12,72
16660,฿1422.35,871
16661,฿842.18,296
16662,฿163.8,36
16663,฿165,100
16664,฿109.2,24
16665,฿135.4,59
16666,฿225.94,367
16667,฿570.13,237
16668,฿862.42,773
16669,฿226.14,882
16670,฿7786.66,4451
16671,฿1692.27,875
16672,฿8093.59,2812
16673,฿188.83,101
16674,฿319.61,188
16675,฿608.86,296
16676,฿2328.5,922
16677,฿849.77,454
16678,฿3013.83,2368
16679,฿793.06,276
16680,฿821.45,377
16681,฿1921.84,1492
16682,฿1028,1040
16683,฿309.35,188
16684,฿141502.25,101095
16685,฿324.24,396
16686,฿5051.57,3505
16687,฿157.63,141
16688,฿1260.86,804
16689,฿303.26,168
16690,฿336.08,208
16691,฿178.83,92
16692,฿1914.7,878
16693,฿1199.46,688
16694,฿98.3,26
16695,฿193.15,185
16696,฿657.9,146
16697,฿112.75,27
16698,฿1998,840
16699,฿964.9,634
16700,฿9084.06,6863
16701,฿9614.59,10817
16702,฿1100.88,691
16703,-฿15,-1
16704,฿695.66,455
16705,฿42653.141,22001
16706,฿531.35,249
16707,฿551.11,402
16708,฿656.63,285
16709,฿9087.46,3276
16710,฿6336.34,4398
16711,฿2751.48,1186
16712,฿4266.99,2093
16713,฿14380.54,8658
16714,฿1254.71,833
16715,฿625.52,1174
16716,฿1568.28,836
16717,฿6309.96,2905
16718,฿3647.53,2343
16719,฿3828.55,2515
16720,฿593.43,471
16721,฿292.47,172
16722,฿8967.83,8567
16723,฿1301.63,1002
16724,฿147.35,69
16725,฿1870.71,782
16726,฿2088.41,1356
16727,฿1437.42,1109
16728,฿1054.67,677
16729,฿7076.28,5769
16730,฿702.79,898
16731,฿174.05,127
16732,฿3966.79,2382
16733,฿259.68,112
16734,฿650.51,346
16735,฿5632.01,3972
16736,฿2904.51,1039
16737,฿835.2,576
16738,฿3.75,3
16739,฿772.23,387
16740,฿236.81,116
16741,฿173.06,81
16742,฿2387.71,2410
16743,฿4207.01,3701
16744,฿1304.76,805
16745,฿7170.7,6727
16746,฿18031.85,11898
16747,฿826.96,577
16748,฿3632.29,2115
16749,฿4387.08,2078
16750,฿623.93,214
16751,฿1764.72,1031
16752,฿415,108
16753,฿223.92,189
16754,฿56560.58,58470
16755,฿2882.03,1992
16756,฿1287.42,700
16757,฿270.48,180
16758,฿369.34,203
16759,฿772.84,608
16760,฿228,168
16761,฿316.62,341
16762,฿1501.38,618
16763,฿947.75,491
16764,฿2758.25,1247
16765,฿454.75,311
16766,฿1145.6,536
16767,฿7971.8,7097
16768,฿1647.07,765
16769,฿1141.75,301
16770,฿1900.03,1106
16771,฿3967.6,2314
16772,฿2785.6,560
16773,฿421.24,252
16774,฿1587.85,781
16775,฿2975.29,924
16776,฿619.85,450
16777,฿1277.01,470
16778,฿245.94,194
16779,฿32981.61,19499
16780,฿605.55,355
16781,฿901.05,301
16782,฿10348.96,4265
16783,฿391.95,163
16784,฿896.53,496
16785,฿533.78,313
16786,฿51.84,72
16787,฿1035.43,474
16788,฿1950.3,985
16789,฿80.8,32
16790,฿1520.12,892
16791,฿3946.12,1847
16792,฿623.46,324
16793,฿243.84,146
16794,฿2069.71,1598
16795,฿2465.19,1445
16796,฿305.62,186
16797,฿1786.77,901
16798,฿837.56,207
16799,฿491.03,175
16800,฿1201.49,540
16801,฿867.83,313
16802,฿582.61,369
16803,฿332.3,245
16804,฿536.99,246
16805,฿1097.24,1122
16806,฿801.49,378
16807,฿2064.88,1413
16808,฿288.42,196
16809,฿1725.48,1092
16810,฿786.14,367
16811,฿547.07,477
16812,฿2216.8,1100
16813,฿1692.98,1525
16814,฿12491.21,5065
16815,฿410.97,238
16816,฿417.06,274
16817,฿2594.55,1465
16818,฿3317.97,2163
16819,฿182.59,253
16820,฿497.61,307
16821,฿113.35,13
16822,฿144.84,166
16823,฿2253.14,1167
16824,฿686.24,390
16825,฿1826.89,1297
16826,฿341.7,158
16827,฿392.13,125
16828,฿128.5,59
16829,฿513.32,215
16830,฿1183.7,693
16831,฿91.8,48
16832,฿417.61,179
16833,฿2409.04,878
16834,฿898.96,760
16835,฿1471.51,493
16836,฿782.37,539
16837,฿3167.73,1562
16838,฿1126.66,504
16839,฿20968.27,11011
16840,฿126.71,116
16841,฿3841.16,3445
16842,฿1260.44,692
16843,฿19528.78,18459
16844,฿614.34,281
16845,฿253.88,167
16846,฿842.41,517
16847,฿614.89,255
16848,฿1411.62,780
16849,฿124.57,33
16850,฿332.41,249
16851,฿342.45,271
16852,฿144.91,56
16853,-฿67.5,-10
16854,฿1408.96,997
16855,฿328.4,164
16856,฿358.49,171
16857,฿352.8,168
16858,฿4431.63,1462
16859,฿1657.74,1728
16860,฿1593.67,624
16861,฿902.37,602
16862,฿662.33,513
16863,฿977.07,728
16864,฿409.25,283
16865,฿130.95,157
16866,฿207.74,60
16867,฿76.74,58
16868,฿393.39,116
16869,฿805.62,581
16870,฿450.16,278
16871,฿2761.49,1250
16872,฿1213.13,1079
16873,฿14547.03,8583
16874,฿217.74,81
16875,฿4053.2,2055
16876,฿136.01,181
16877,฿853.72,463
16878,฿0,0
16879,-฿140.96,-2
16880,฿1840.86,911
16881,฿432,600
16882,฿705.12,424
16883,฿2386.64,1079
16884,฿1073.92,521
16885,฿710.74,376
16886,฿0,0
16887,฿660.72,424
16888,฿437.15,147
16889,฿2530.9,1616
16890,฿285.41,243
16891,฿2056.82,774
16892,฿733.4,366
16893,฿401.77,182
16894,฿1282.36,501
16895,฿1121.42,433
16896,฿103.95,18
16897,฿213.03,58
16898,฿887.67,739
16899,฿1721.02,818
16900,฿187.69,723
16901,฿204.26,42
16902,฿1706.88,629
16903,฿1029.98,721
16904,฿5132.37,2809
16905,฿5004.5,2056
16906,฿1448.8,613
16907,฿1707.9,532
16908,฿153.59,41
16909,฿364.14,434
16910,฿1510.06,886
16911,฿251.35,159
16912,฿4433.6,1678
16913,฿423.91,229
16914,฿208.46,121
16915,฿1543.18,190
16916,฿1123.4,764
16917,฿1848.88,792
16918,฿3138.06,2049
16919,฿5053.81,2409
16920,฿355.45,81
16921,฿446.67,299
16922,฿611.08,281
16923,฿12793.38,6033
16924,฿739.5,480
16925,฿125.65,123
16926,฿1410.4,236
16927,฿543.05,993
16928,฿3993.58,2686
16929,฿1295.39,929
16930,฿380.55,341
16931,฿5233.62,3463
16932,฿440.71,229
16933,฿3099.6,1526
16934,฿2090.74,936
16935,฿535.1,278
16936,฿551.17,342
16937,฿202.1,126
16938,฿6209.93,3569
16939,฿449,232
16940,฿6245.41,4470
16941,฿33,12
16942,฿1894.11,807
16943,฿816.73,145
16944,฿101.36,27
16945,฿8530.66,5875
16946,฿1199.54,503
16947,฿896.73,613
16948,฿868.77,2091
16949,฿1161.27,790
16950,฿3725.19,2399
16951,฿1262.75,1306
16952,฿798.78,344
16953,฿20.8,10
16954,฿6037.33,4077
16955,฿1261.16,796
16956,฿292.34,112
16957,฿416.64,172
16958,฿809.44,561
16959,฿117.35,49
16960,฿2021.98,1504
16961,฿773.01,479
16962,฿251.04,158
16963,฿110.55,35
16964,฿207.85,49
16965,฿201.19,291
16966,฿2148.47,1978
16967,฿319.02,333
16968,฿439.43,326
16969,฿650.41,816
16970,฿71.4,12
16971,฿232.21,71
16972,฿786.25,190
16973,฿127,60
16974,฿365.5,70
16975,฿902.42,580
16976,฿251.52,88
16977,฿496,142
16978,฿768.88,285
16979,฿2787.09,1440
16980,฿1473.33,1039
16981,-฿4620.86,-1
16982,฿384.06,182
16983,฿3699.17,2495
16984,฿10599.42,5297
16985,฿10545.76,3098
16986,฿4888.75,2539
16987,฿2524,677
16988,฿382.67,158
16989,฿1133.25,1233
16990,฿344,200
16991,฿1041.21,793
16992,฿5460.1,2057
16993,฿1688.15,261
16994,-฿779.32,-1
16995,-฿2.5,-2
16996,฿2044.16,886
16997,฿702,360
16998,฿394.02,101
16999,฿484.82,294
17000,฿406.3,305
17001,฿6640.8,3782
17002,฿2565.6,1264
17003,฿830.16,495
17004,฿2425.16,1281
17005,฿732.41,786
17006,฿1636.32,573
17007,฿1107.6,707
17008,฿81.36,24
17009,฿242.06,336
17010,฿185.46,116
17011,฿536.7,684
17012,฿384.16,268
17013,-฿3224.76,-2
17014,฿565.58,240
17015,฿1842.56,1981
17016,฿552.4,309
17017,฿8087.41,10501
17018,฿2287.7,456
17019,฿3951.5,2621
17020,฿935.62,860
17021,฿1182.22,992
17022,฿260,180
17023,฿800.18,530
17024,฿95.85,69
17025,฿1510.64,1024
17026,฿208.98,132
17027,฿1285.41,647
17028,฿1593.83,856
17029,฿2137.3,1265
17030,฿146.87,146
17031,฿2773.85,1595
17032,฿2150.06,1684
17033,฿1332.79,871
17034,฿1239.32,679
17035,฿568.39,299
17036,฿176.9,76
17037,฿1253.22,652
17038,฿743.17,535
17039,฿1954.99,689
17040,฿463.25,189
17041,฿1670.48,1333
17042,฿1044.38,994
17043,฿2616.55,1624
17044,฿11867.6,5692
17045,฿827.68,294
17046,฿1906.07,1636
17047,฿2289.23,1184
17048,฿1991.45,1033
17049,฿9593.78,4217
17050,฿4391.66,2450
17051,฿714.39,513
17052,฿413.75,261
17053,฿496.38,121
17054,฿1353.83,802
17055,฿239.55,87
17056,฿128.6,26
17057,฿294.74,129
17058,฿1179.89,592
17059,฿5584.83,3578
17060,฿234.24,216
17061,฿5116.13,1484
17062,฿1204.32,920
17063,฿3576.88,1882
17064,฿859.35,318
17065,฿82.35,81
17066,฿228.34,93
17067,฿454.54,322
17068,฿9126.43,4422
17069,฿5718.4,3291
17070,฿445.32,234
17071,฿3738.45,1916
17072,฿282.05,218
17073,฿1446.09,759
17074,฿203.05,19
17075,฿2221.38,784
17076,฿1242.75,514
17077,฿306,36
17078,฿378.2,788
17079,฿118.8,24
17080,฿955.41,567
17081,฿964.39,389
17082,฿4732.03,2526
17083,฿4035.08,1950
17084,฿5199.72,3291
17085,฿7757.41,3555
17086,฿2050.08,1859
17087,฿221.53,113
17088,฿1991.01,868
17089,฿128.45,35
17090,฿3055.94,1337
17091,฿7777.5,3839
17092,฿5563.31,3795
17093,฿235.88,114
17094,฿370.4,208
17095,฿2312.59,1680
17096,฿3690.83,1558
17097,฿1323.95,658
17098,฿591.07,125
17099,฿582.17,317
17100,฿971.74,800
